id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id,dev_id,application_id
732,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",24349,t,f,t,2024-05-01 17:35:09.302,866500000,7,15,892957432,4/5,125000,3333,VVVV,15586,
733,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35946,t,f,t,2024-05-01 17:35:13.542,866100000,7,15,58,4/5,125000,bbbbbb,3fXP,15587,
734,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",24298,t,f,t,2024-05-01 17:35:20.328,866100000,7,15,892968455,4/5,125000,3333,VVVV,15588,
735,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",24247,t,f,t,2024-05-01 17:35:31.354,866500000,7,15,892979481,4/5,125000,3333,VVVV,15589,
736,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",24196,t,f,t,2024-05-01 17:35:42.379,866300000,7,15,892990506,4/5,125000,3333,VVVV,15590,
737,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",24145,t,f,t,2024-05-01 17:35:53.407,866300000,7,15,893001531,4/5,125000,3333,VVVV,15591,
738,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",24094,t,f,t,2024-05-01 17:36:04.432,866100000,7,15,893012560,4/5,125000,3333,VVVV,15592,
739,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",24043,t,f,t,2024-05-01 17:36:15.455,866500000,7,15,893023585,4/5,125000,3333,VVVV,15593,
740,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",23992,t,f,t,2024-05-01 17:36:26.478,866500000,7,15,893034609,4/5,125000,3333,VVVV,15594,
741,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",22586,t,f,t,2024-05-01 17:36:45.01,866900000,12,15,893053369,4/5,125000,3333,VVVV,15595,
742,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",21267,t,f,t,2024-05-01 17:36:59.038,866100000,12,15,893067406,4/5,125000,3333,VVVV,15596,
743,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",20408,t,f,t,2024-05-01 17:37:12.07,866100000,11,15,893080263,4/5,125000,3333,VVVV,15597,
744,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",19938,t,f,t,2024-05-01 17:37:24.097,866300000,10,15,893092164,4/5,125000,3333,VVVV,15598,
745,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",19723,t,f,t,2024-05-01 17:37:35.621,866500000,9,15,893103677,4/5,125000,3333,VVVV,15599,
746,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",19627,t,f,t,2024-05-01 17:37:46.642,866100000,8,15,893114944,4/5,125000,3333,VVVV,15600,
747,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",19569,t,f,t,2024-05-01 17:37:57.667,866500000,7,15,893125838,4/5,125000,3333,VVVV,15601,
748,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",19518,t,f,t,2024-05-01 17:38:08.688,866300000,7,15,893136822,4/5,125000,3333,VVVV,15602,
749,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",19467,t,f,t,2024-05-01 17:38:19.721,866500000,7,15,893147838,4/5,125000,3333,VVVV,15603,
750,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",19416,t,f,t,2024-05-01 17:38:30.742,866500000,7,15,893158879,4/5,125000,3333,VVVV,15604,
751,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",19365,t,f,t,2024-05-01 17:38:41.766,866100000,7,15,893169896,4/5,125000,3333,VVVV,15605,
752,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",19314,t,f,t,2024-05-01 17:38:52.789,866100000,7,15,893180916,4/5,125000,3333,VVVV,15606,
753,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",19263,t,f,t,2024-05-01 17:39:03.813,866500000,7,15,893191948,4/5,125000,3333,VVVV,15607,
754,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",19212,t,f,t,2024-05-01 17:39:14.836,866100000,7,15,893202963,4/5,125000,3333,VVVV,15608,
755,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",19161,t,f,t,2024-05-01 17:39:25.874,866500000,7,15,893213988,4/5,125000,3333,VVVV,15609,
756,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",19110,t,f,t,2024-05-01 17:39:36.896,866100000,7,15,893225024,4/5,125000,3333,VVVV,15610,
757,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",17704,t,f,t,2024-05-01 17:39:55.428,866900000,12,15,893243787,4/5,125000,3333,VVVV,15611,
758,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",16385,t,f,t,2024-05-01 17:40:09.465,866500000,12,15,893257830,4/5,125000,3333,VVVV,15612,
759,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",15526,t,f,t,2024-05-01 17:40:22.49,866500000,11,15,893270692,4/5,125000,3333,VVVV,15613,
760,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",15056,t,f,t,2024-05-01 17:40:34.512,866500000,10,15,893282580,4/5,125000,3333,VVVV,15614,
761,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",14841,t,f,t,2024-05-01 17:40:46.036,866300000,9,15,893294100,4/5,125000,3333,VVVV,15615,
762,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",14745,t,f,t,2024-05-01 17:40:57.057,866500000,8,15,893305361,4/5,125000,3333,VVVV,15616,
763,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",14687,t,f,t,2024-05-01 17:41:08.103,866300000,7,15,893316253,4/5,125000,3333,VVVV,15617,
764,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",14636,t,f,t,2024-05-01 17:41:19.125,866500000,7,15,893327257,4/5,125000,3333,VVVV,15618,
765,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",14585,t,f,t,2024-05-01 17:41:30.146,866100000,7,15,893338281,4/5,125000,3333,VVVV,15619,
766,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",14534,t,f,t,2024-05-01 17:41:41.169,866300000,7,15,893349308,4/5,125000,3333,VVVV,15620,
767,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",14483,t,f,t,2024-05-01 17:41:52.195,866500000,7,15,893360323,4/5,125000,3333,VVVV,15621,
768,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",14432,t,f,t,2024-05-01 17:42:03.236,866500000,7,15,893371350,4/5,125000,3333,VVVV,15622,
769,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",14381,t,f,t,2024-05-01 17:42:14.266,866500000,7,15,893382389,4/5,125000,3333,VVVV,15623,
770,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",14330,t,f,t,2024-05-01 17:42:25.292,866500000,7,15,893393423,4/5,125000,3333,VVVV,15624,
771,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",14279,t,f,t,2024-05-01 17:42:36.316,866500000,7,15,893404448,4/5,125000,3333,VVVV,15625,
772,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",14228,t,f,t,2024-05-01 17:42:47.337,866500000,7,15,893415472,4/5,125000,3333,VVVV,15626,
773,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",12822,t,f,t,2024-05-01 17:43:05.869,866900000,12,15,893434225,4/5,125000,3333,VVVV,15627,
774,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",11503,t,f,t,2024-05-01 17:43:19.895,866500000,12,15,893448270,4/5,125000,3333,VVVV,15628,
775,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",10644,t,f,t,2024-05-01 17:43:32.942,866500000,11,15,893461124,4/5,125000,3333,VVVV,15629,
776,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",10174,t,f,t,2024-05-01 17:43:44.966,866100000,10,15,893473034,4/5,125000,3333,VVVV,15630,
777,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",9959,t,f,t,2024-05-01 17:43:56.489,866300000,9,15,893484552,4/5,125000,3333,VVVV,15631,
778,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",9863,t,f,t,2024-05-01 17:44:07.512,866500000,8,15,893495816,4/5,125000,3333,VVVV,15632,
779,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",9805,t,f,t,2024-05-01 17:44:18.535,866300000,7,15,893506707,4/5,125000,3333,VVVV,15633,
780,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",9754,t,f,t,2024-05-01 17:44:29.56,866500000,7,15,893517692,4/5,125000,3333,VVVV,15634,
781,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",9703,t,f,t,2024-05-01 17:44:40.6,866300000,7,15,893528717,4/5,125000,3333,VVVV,15635,
782,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",9652,t,f,t,2024-05-01 17:44:51.625,866300000,7,15,893539764,4/5,125000,3333,VVVV,15636,
783,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",9601,t,f,t,2024-05-01 17:45:02.647,866500000,7,15,893550779,4/5,125000,3333,VVVV,15637,
784,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",9550,t,f,t,2024-05-01 17:45:13.668,866500000,7,15,893561808,4/5,125000,3333,VVVV,15638,
785,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",9499,t,f,t,2024-05-01 17:45:24.69,866500000,7,15,893572824,4/5,125000,3333,VVVV,15639,
786,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",9448,t,f,t,2024-05-01 17:45:35.712,866300000,7,15,893583849,4/5,125000,3333,VVVV,15640,
787,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",9397,t,f,t,2024-05-01 17:45:46.734,866100000,7,15,893594865,4/5,125000,3333,VVVV,15641,
788,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",9346,t,f,t,2024-05-01 17:45:57.756,866100000,7,15,893605892,4/5,125000,3333,VVVV,15642,
789,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",7940,t,f,t,2024-05-01 17:46:16.287,866900000,12,15,893624646,4/5,125000,3333,VVVV,15643,
790,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",6621,t,f,t,2024-05-01 17:46:30.313,866100000,12,15,893638691,4/5,125000,3333,VVVV,15644,
